;Year;Month;Day;H;M;S;Lat;Lon;Depth;K;Mag;Energy E, MJ(megajoul).
;2020;1;29;10;1;57;40,03;71,78;17;8,7;2,6;0,000
;2020;1;29;10;10;15;40,11;71,82;9;9,2;2,9;0,000
;2020;1;29;14;23;6;40,18;70,69;23;8,5;2,5;0,000
;2020;1;29;20;33;27;37,04;66,49;9;9,2;2,9;0,000
;2020;1;30;1;17;2;40,33;63,35;5;8,1;2,3;0,000
;2020;1;30;9;59;22;40,22;69,97;10;8,5;2,5;0,000
;2020;1;30;10;34;33;40,15;70,06;27;10,1;3,4;0,001
;2020;1;30;10;38;5;40,14;70,19;6;8,7;2,6;0,000
;2020;1;30;15;45;23;40,4;73,18;5;8,7;2,6;0,000
;2020;1;30;17;27;21;40,41;63,52;8;9;2,8;0,000
;2020;1;30;19;26;28;41,25;72,8;18;8,7;2,6;0,000
;2020;1;30;19;32;0;41,25;72,69;7;9;2,8;0,000
;2020;1;30;19;52;49;40,75;65,42;9;7,8;2,1;0,000
;2020;1;30;21;35;22;39,61;71,46;10;7,6;2,0;0,000
;2020;1;31;2;41;10;39,8;66,26;5;8,9;2,7;0,000
;2020;1;31;2;48;29;40,41;72,14;16;7,6;2,0;0,000
;2020;1;31;4;36;25;39,66;71,05;15;7,6;2,0;0,000
;2020;2;1;7;36;11;40,47;64,23;12;7,8;2,1;0,000
;2020;2;1;9;47;26;39,82;70,87;10;7,6;2,0;0,000
;2020;2;1;21;25;57;41,09;72,55;4;7,6;2,0;0,000
;2020;2;2;3;5;12;40,38;63,38;5;7,6;2,0;0,000
;2020;2;2;6;42;34;39,59;71,36;5;7,6;2,0;0,000
;2020;2;2;8;2;29;40,41;63,22;5;8,1;2,3;0,000
;2020;2;2;15;12;9;40,38;63,42;5;7,6;2,0;0,000
;2020;2;2;18;12;21;40,56;63,24;3;7,6;2,0;0,000
;2020;2;2;20;0;51;39,96;71,56;15;7,6;2,0;0,000
;2020;2;2;20;3;17;40,2;71,62;16;7,6;2,0;0,000
;2020;2;2;20;43;57;41,02;72,01;5;8,5;2,5;0,000
;2020;2;3;11;54;50;41,41;64,19;10;8;2,2;0,000
;2020;2;3;13;3;19;39,5;67,81;4;8,5;2,5;0,000
;2020;2;3;15;8;47;39,77;68,08;7;8,5;2,5;0,000
;2020;2;3;16;6;7;40,06;72,43;15;7,6;2,0;0,000
;2020;2;3;21;11;46;39,86;67,54;10;8,5;2,5;0,000
;2020;2;4;8;7;6;39,84;69,69;5;8,7;2,6;0,000
;2020;2;5;7;22;44;39,63;71,25;5;8,9;2,7;0,000
;2020;2;5;13;15;30;39,34;67,76;13;8,5;2,5;0,000
;2020;2;5;13;58;35;39,81;72,48;15;7,6;2,0;0,000
;2020;2;6;9;41;31;40,77;69,68;7;9,2;2,9;0,000
;2020;2;6;21;6;47;40,28;63,24;5;8,7;2,6;0,000
;2020;2;7;0;14;14;40,39;72,1;17;9,4;3,0;0,000
;2020;2;7;11;14;42;40,27;67,76;16;8;2,2;0,000
;2020;2;7;17;48;31;41,11;72,5;14;8,3;2,4;0,000
;2020;2;7;17;55;33;39,68;72,6;5;7,6;2,0;0,000
;2020;2;7;23;49;42;37,05;66,82;10;9;2,8;0,000
;2020;2;8;7;3;45;39,71;67,94;13;8,3;2,4;0,000
;2020;2;8;11;33;24;41,34;63,98;5;8,1;2,3;0,000
;2020;2;8;11;50;6;40,34;69,46;8;8,9;2,7;0,000
;2020;2;8;14;11;50;41,05;72,06;12;8,9;2,7;0,000
;2020;2;8;23;33;52;41,4;71,72;15;8,5;2,5;0,000
;2020;2;9;12;50;38;39,95;71,19;10;7,6;2,0;0,000
;2020;2;10;8;33;56;40,49;72,65;5;8;2,2;0,000
;2020;2;10;10;46;56;41,35;64,33;6;8,9;2,7;0,000
;2020;2;10;13;3;53;39,16;68,14;5;8,5;2,5;0,000
;2020;2;10;18;17;59;39,72;71,8;10;8,3;2,4;0,000
;2020;2;10;18;56;15;40,05;71,69;5;8;2,2;0,000
;2020;2;11;7;3;28;40,4;63,38;5;8,3;2,4;0,000
;2020;2;11;8;7;4;39,37;65,26;5;8,5;2,5;0,000
;2020;2;11;10;53;57;39,39;66,46;20;10,3;3,5;0,002
;2020;2;11;12;42;21;40,07;70,74;3;8,5;2,5;0,000
;2020;2;12;16;41;13;40,41;63,24;9;8;2,2;0,000
;2020;2;12;18;12;58;39,7;69,19;5;8,7;2,6;0,000
;2020;2;13;1;12;3;41,88;72,26;7;8,7;2,6;0,000
;2020;2;13;5;34;21;39,53;72,64;5;8,1;2,3;0,000
;2020;2;13;21;58;30;41,88;70,58;3;8,5;2,5;0,000
;2020;2;14;6;8;29;40,53;63,42;11;8,3;2,4;0,000
;2020;2;14;7;17;10;40,2;67,42;11;8,3;2,4;0,000
;2020;2;14;9;51;54;41,63;64,28;10;8,5;2,5;0,000
;2020;2;16;2;5;6;40,31;63,17;3;8,7;2,6;0,000
;2020;2;16;16;35;53;40,16;71,67;13;8,9;2,7;0,000
;2020;2;16;17;27;45;40,12;71,53;16;7,6;2,0;0,000
;2020;2;17;7;57;19;39,91;67,4;5;8,5;2,5;0,000
;2020;2;17;10;23;46;40,98;69,83;5;8,5;2,5;0,000
;2020;2;17;10;40;59;40,39;63,42;5;8,9;2,7;0,000
;2020;2;17;13;0;24;39,61;66,94;7;8,9;2,7;0,000
;2020;2;17;21;1;19;40,18;72,86;7;8,9;2,7;0,000
;2020;2;18;6;13;58;39,75;71,35;13;8,3;2,4;0,000
;2020;2;18;7;43;5;39,37;67,67;4;8,5;2,5;0,000
;2020;2;18;8;56;47;41,66;64,68;11;9;2,8;0,000
;2020;2;18;9;17;9;40,84;69,81;14;8,9;2,7;0,000
;2020;2;18;15;7;36;39,09;67,35;10;8,1;2,3;0,000
;2020;2;18;15;11;59;39,77;67,91;18;9;2,8;0,000
;2020;2;18;17;3;2;40,75;72,89;15;8,3;2,4;0,000
;2020;2;18;17;13;43;39,98;72,07;13;7,6;2,0;0,000
;2020;2;19;8;34;7;42,18;69,53;5;8,3;2,4;0,000
;2020;2;19;14;1;28;38,36;66,33;5;8,1;2,3;0,000
;2020;2;19;14;16;17;39,89;65,87;4;8,5;2,5;0,000
;2020;2;19;21;21;10;40,53;71,87;19;8,7;2,6;0,000
;2020;2;19;21;41;46;42,07;72,01;17;9,9;3,3;0,001
;2020;2;20;8;7;21;41,32;64,51;9;8,7;2,6;0,000
;2020;2;20;11;4;28;41,29;64,48;11;7,6;2,0;0,000
;2020;2;20;21;44;50;38,4;67,55;5;7,6;2,0;0,000
;2020;2;21;6;48;0;38,12;67,62;14;9;2,8;0,000
;2020;2;21;7;6;19;39,93;65,3;3;8,3;2,4;0,000
;2020;2;22;4;2;32;40,2;73,3;5;8;2,2;0,000
;2020;2;22;17;32;10;40,84;72,94;10;8,7;2,6;0,000
;2020;2;23;2;23;8;41,55;63,32;19;8,3;2,4;0,000
;2020;2;23;4;57;11;39,54;67,91;5;8;2,2;0,000
;2020;2;23;8;17;39;39,96;72,43;5;8,7;2,6;0,000
;2020;2;23;11;25;13;40,4;63,39;3;8,5;2,5;0,000
;2020;2;24;23;49;51;40,9;73,44;5;8,1;2,3;0,000
;2020;2;25;2;7;34;40,46;71,28;8;7,8;2,1;0,000
;2020;2;25;3;36;25;40,4;63,42;8;8,5;2,5;0,000
;2020;2;25;4;1;25;40,46;71,31;24;8,3;2,4;0,000
;2020;2;25;7;13;45;39,36;67,78;5;8,1;2,3;0,000
;2020;2;25;8;28;24;42,36;63,31;13;8,1;2,3;0,000
;2020;2;25;8;48;45;40,56;71,33;6;8,7;2,6;0,000
;2020;2;25;9;46;19;39,8;67,89;16;11,2;4,0;0,016
;2020;2;25;9;50;43;39,81;67,85;12;8;2,2;0,000
;2020;2;25;11;15;47;39,83;67,93;5;9,8;3,2;0,001
;2020;2;25;11;19;5;39,75;67,98;4;8,5;2,5;0,000
;2020;2;25;13;32;45;39,79;67,92;12;8,3;2,4;0,000
;2020;2;25;22;47;41;40,34;63,43;6;8,1;2,3;0,000
;2020;2;26;1;43;9;40,25;71,4;14;9,8;3,2;0,001
;2020;2;26;2;1;39;39,79;67,89;15;7,8;2,1;0,000
;2020;2;26;3;50;23;40,34;63,34;5;8,3;2,4;0,000
;2020;2;26;9;39;2;40,95;69,65;4;9;2,8;0,000
;2020;2;26;17;49;42;40,49;71,33;9;8,1;2,3;0,000
;2020;2;26;18;8;49;40,48;71,35;17;9;2,8;0,000
;2020;2;26;18;28;42;40,5;71,33;9;7,6;2,0;0,000
;2020;2;26;19;13;20;41,4;71,93;30;8,7;2,6;0,000
;2020;2;26;19;20;1;38,71;66,44;5;7,8;2,1;0,000
;2020;2;26;20;23;53;40,41;71,41;11;8,7;2,6;0,000
;2020;2;26;20;55;38;40,36;63,32;5;9;2,8;0,000
;2020;2;27;0;52;3;39,59;68,28;5;8,1;2,3;0,000
;2020;2;27;4;23;57;39,83;72,22;30;10,7;3,7;0,005
;2020;2;27;8;41;15;39,77;67,86;17;8,3;2,4;0,000
;2020;2;27;12;10;30;41,27;64,33;15;7,6;2,0;0,000
;2020;2;27;13;5;10;41,21;64,36;10;8;2,2;0,000
;2020;2;27;15;56;33;40,34;63,31;5;8,1;2,3;0,000
;2020;2;28;18;21;2;40;72,01;17;7,8;2,1;0,000
;2020;2;29;0;56;16;41,45;69,94;8;8;2,2;0,000
;2020;2;29;1;37;12;39,84;68,03;5;8,1;2,3;0,000
;2020;2;29;2;59;20;40,2;71,37;5;8;2,2;0,000
;2020;2;29;11;58;56;40,34;63,3;5;8,5;2,5;0,000
;2020;2;29;17;40;40;39,87;68,25;11;8,5;2,5;0,000
;2020;3;1;1;48;45;40,53;72,97;13;9,6;3,1;0,000
;2020;3;1;2;56;27;39,93;71,65;6;10,3;3,5;0,002
;2020;3;1;9;18;22;41,44;73,11;18;10,3;3,5;0,002
;2020;3;1;20;5;0;39,74;71,43;15;8,3;2,4;0,000
;2020;3;1;23;21;30;41,21;70,5;15;9,2;2,9;0,000
;2020;3;2;12;46;15;40;70,51;6;9,2;2,9;0,000
;2020;3;2;13;2;6;41,55;64,64;14;8,5;2,5;0,000
;2020;3;2;17;7;2;39,8;68,08;5;8,7;2,6;0,000
;2020;3;2;20;43;7;40,38;63,48;7;8,5;2,5;0,000
;2020;3;2;22;5;6;40,47;72,9;5;7,8;2,1;0,000
;2020;3;3;6;48;27;40,04;72,41;5;8,7;2,6;0,000
;2020;3;3;15;10;50;39,66;73,06;3;9;2,8;0,000
;2020;3;3;18;6;29;40,4;66,72;5;8,9;2,7;0,000
;2020;3;3;18;20;6;40,36;66,69;5;9,2;2,9;0,000
;2020;3;4;2;6;47;38,43;66,23;16;8,7;2,6;0,000
;2020;3;4;3;55;14;41,13;72,37;20;9,4;3,0;0,000
;2020;3;4;7;41;43;40,4;63,37;5;8,1;2,3;0,000
;2020;3;4;10;44;18;40,7;65,85;5;8,5;2,5;0,000
;2020;3;4;13;20;3;39,5;67,69;11;8,7;2,6;0,000
;2020;3;4;14;24;36;40,04;67,64;5;8;2,2;0,000
;2020;3;4;15;59;27;39,59;73,46;10;9;2,8;0,000
;2020;3;5;8;12;48;41,28;64,53;3;8,9;2,7;0,000
;2020;3;5;21;57;8;40,86;72,72;13;8,7;2,6;0,000
;2020;3;5;22;11;59;39,8;68,04;6;9;2,8;0,000
;2020;3;5;23;15;35;40,48;72,76;5;8,3;2,4;0,000
;2020;3;6;0;27;54;38,62;67,33;16;8,5;2,5;0,000
;2020;3;6;9;36;18;40,28;71,33;5;8;2,2;0,000
;2020;3;6;9;54;49;41,64;64,26;9;8,1;2,3;0,000
;2020;3;6;12;26;58;40,16;70,51;15;8,7;2,6;0,000
;2020;3;6;13;28;1;39,24;67,69;5;8,3;2,4;0,000
;2020;3;6;21;26;17;37,07;67,37;4;9;2,8;0,000
;2020;3;6;23;27;45;40,25;71,35;11;8;2,2;0,000
;2020;3;8;2;51;55;40,25;73,15;5;8;2,2;0,000
;2020;3;8;11;18;18;41,21;71,05;8;8,7;2,6;0,000
;2020;3;8;13;14;24;41,41;71,69;9;8,7;2,6;0,000
;2020;3;9;7;33;28;40,71;72,87;5;9,2;2,9;0,000
;2020;3;9;20;12;9;38,68;68,3;11;10,1;3,4;0,001
;2020;3;9;20;42;53;39,74;68,01;6;8,9;2,7;0,000
;2020;3;9;21;7;45;40,9;73,31;5;9,6;3,1;0,000
;2020;3;10;7;4;46;40,47;72,6;11;8,9;2,7;0,000
;2020;3;10;11;43;6;40,25;71,54;14;8,3;2,4;0,000
;2020;3;10;17;22;51;40,57;71,94;30;9,8;3,2;0,001
;2020;3;10;22;58;17;37,38;66,51;4;8,9;2,7;0,000
;2020;3;11;3;24;53;38,73;67,87;10;8;2,2;0,000
;2020;3;11;5;3;22;41,07;71,72;15;8,1;2,3;0,000
;2020;3;11;10;16;57;40,77;69,65;11;8,9;2,7;0,000
;2020;3;11;19;22;15;40,68;71,87;15;9;2,8;0,000
;2020;3;12;5;14;31;40,34;63,25;5;8,3;2,4;0,000
;2020;3;12;9;46;31;41,36;64,25;3;8,1;2,3;0,000
;2020;3;12;11;9;1;39,58;71,87;5;8,3;2,4;0,000
;2020;3;13;0;1;22;40,81;73,42;29;9,8;3,2;0,001
;2020;3;13;7;41;23;40,21;72,17;4;8,5;2,5;0,000
;2020;3;13;9;14;0;41,66;64,25;4;8,1;2,3;0,000
;2020;3;13;12;10;41;40,09;70,64;11;8,3;2,4;0,000
;2020;3;13;15;28;54;40,47;71,4;30;9,4;3,0;0,000
;2020;3;13;20;40;6;40,41;71,37;18;8;2,2;0,000
;2020;3;14;6;6;32;40,3;72,93;7;8;2,2;0,000
;2020;3;14;7;47;3;39,61;67,96;14;9;2,8;0,000
;2020;3;15;1;40;44;40,56;72,15;8;8,1;2,3;0,000
;2020;3;15;4;37;11;40,22;72,14;5;8;2,2;0,000
;2020;3;15;8;50;43;41,96;68,51;13;9;2,8;0,000
;2020;3;16;13;1;20;39,32;67,74;5;8,3;2,4;0,000
;2020;3;16;14;54;1;40,07;71,89;5;7,8;2,1;0,000
;2020;3;16;19;16;3;40,32;71,53;10;8;2,2;0,000
;2020;3;17;2;58;3;40,53;72,36;14;8,1;2,3;0,000
;2020;3;17;4;1;20;41,35;71,94;16;8,3;2,4;0,000
;2020;3;17;13;16;33;39,84;68,33;5;7,6;2,0;0,000
;2020;3;17;21;6;38;40,34;72,9;5;7,6;2,0;0,000
;2020;3;18;4;20;15;39,97;72,11;5;8,3;2,4;0,000
;2020;3;18;13;31;55;39,39;67,62;5;8,3;2,4;0,000
;2020;3;18;14;53;35;41,22;68,85;17;8,5;2,5;0,000
;2020;3;19;0;13;14;40,27;63,2;17;8,3;2,4;0,000
;2020;3;19;0;30;31;41,15;69,3;8;8,1;2,3;0,000
;2020;3;19;2;32;39;40,03;72,07;5;8,5;2,5;0,000
;2020;3;19;7;37;49;39,41;67,69;3;8;2,2;0,000
;2020;3;19;10;24;33;40,34;72,83;13;8,5;2,5;0,000
;2020;3;19;13;3;3;40,98;69,64;5;8,5;2,5;0,000
;2020;3;19;13;35;7;40;67,87;5;8,1;2,3;0,000
;2020;3;20;8;51;16;41,53;64,51;5;8,5;2,5;0,000
;2020;3;20;10;0;22;40,52;69,54;7;8,7;2,6;0,000
;2020;3;20;13;14;33;42,2;63,55;5;8,1;2,3;0,000
;2020;3;20;16;39;2;39,68;71,58;11;8,5;2,5;0,000
;2020;3;21;13;19;14;40,09;73,01;5;8,5;2,5;0,000
;2020;3;21;13;30;11;40,84;70,29;7;8,7;2,6;0,000
;2020;3;21;21;48;11;41,09;72,49;15;8,5;2,5;0,000
;2020;3;22;0;41;46;41,07;72,69;22;8,9;2,7;0,000
;2020;3;22;3;11;12;39,78;67,8;16;8,5;2,5;0,000
;2020;3;22;5;5;56;37,91;66,12;16;8,9;2,7;0,000
;2020;3;22;11;38;55;40,41;72,62;24;8,9;2,7;0,000
;2020;3;22;13;30;31;39,49;67,74;3;8;2,2;0,000
;2020;3;22;14;55;47;39,65;71,97;15;8,1;2,3;0,000
;2020;3;22;16;1;38;39,7;72,05;4;8,9;2,7;0,000
;2020;3;22;16;50;27;40,55;63,79;9;8,7;2,6;0,000
;2020;3;22;21;37;44;40,83;63,34;17;8,9;2,7;0,000
;2020;3;22;22;5;56;40,03;71,67;3;8;2,2;0,000
;2020;3;23;1;58;17;41,34;69,12;10;8,3;2,4;0,000
;2020;3;23;7;27;56;39,97;65,39;11;8,7;2,6;0,000
;2020;3;23;17;59;2;39,82;69,97;9;8,9;2,7;0,000
;2020;3;24;0;30;51;41,34;68,97;13;8,1;2,3;0,000
;2020;3;24;0;40;33;41,36;69,07;11;8,1;2,3;0,000
;2020;3;24;3;50;46;38,65;68,14;18;8,1;2,3;0,000
;2020;3;24;9;5;7;41,54;64,58;5;8,1;2,3;0,000
;2020;3;24;9;43;26;40,59;72,69;5;8,5;2,5;0,000
;2020;3;24;10;38;55;40,09;70,8;18;8,1;2,3;0,000
;2020;3;24;15;24;27;40,38;63,36;5;8,1;2,3;0,000
;2020;3;24;17;36;33;39,84;71,98;12;8,1;2,3;0,000
;2020;3;24;19;21;46;40,38;65,57;3;8,1;2,3;0,000
;2020;3;25;2;14;5;40,25;71,36;14;8,3;2,4;0,000
;2020;3;25;8;57;40;41,53;64,75;15;8,1;2,3;0,000
;2020;3;25;12;22;52;39,22;71,21;30;8,1;2,3;0,000
;2020;3;25;15;21;36;42,23;70,79;5;9,6;3,1;0,000
;2020;3;26;0;43;54;39,84;71,3;21;8,3;2,4;0,000
;2020;3;26;4;44;32;40,73;70,53;5;13;5,0;1,000
;2020;3;26;18;18;0;38,71;70,33;11;9,6;3,1;0,000
;2020;3;26;18;22;47;41,17;71,58;20;8,1;2,3;0,000
;2020;3;27;9;52;28;41,58;64,43;5;8,1;2,3;0,000
;2020;3;28;1;58;22;41,35;72,47;4;8,7;2,6;0,000
;2020;3;28;9;34;2;41;69,3;8;8,1;2,3;0,000
;2020;3;28;14;23;43;38,71;70,69;5;9;2,8;0,000
;2020;3;28;15;16;41;38,95;69,78;9;9,9;3,3;0,001
;2020;3;28;17;36;50;39,68;71,99;4;8,1;2,3;0,000
;2020;3;28;20;15;5;39,3;71,58;10;8,3;2,4;0,000
;2020;3;29;0;20;46;41,35;69,14;3;8,1;2,3;0,000
;2020;3;29;4;41;8;41,25;72,79;3;11,2;4,0;0,016
;2020;3;29;10;4;43;39,97;71,85;11;9,9;3,3;0,001
;2020;3;29;14;38;2;41,45;71,33;5;8,7;2,6;0,000
;2020;3;29;22;13;43;39,22;71,49;3;8,1;2,3;0,000
;2020;3;30;7;29;44;39,48;68,53;3;8,1;2,3;0,000
;2020;3;30;7;29;44;39,48;68,53;3;8,1;2,3;0,000
;2020;3;30;10;49;12;40,24;69,99;26;9;2,8;0,000
;2020;3;31;3;26;55;40,65;73,05;27;8,3;2,4;0,000
;2020;3;31;9;6;13;41,54;64,6;5;8,3;2,4;0,000
;2020;3;31;9;57;34;40,73;70,26;10;9;2,8;0,000
;2020;3;31;17;14;13;40,24;71,33;11;8,1;2,3;0,000
;2020;4;1;6;10;24;40,75;73,23;8;8,1;2,3;0,000
;2020;4;1;6;11;17;40,37;63,74;7;9,9;3,3;0,001
;2020;4;1;11;7;10;40,61;73,05;7;7,6;2,0;0,000
;2020;4;1;13;50;28;40,39;72,99;10;9,2;2,9;0,000
;2020;4;1;20;58;10;40,93;73,36;15;8,3;2,4;0,000
;2020;4;1;23;47;16;41,3;72,39;15;9,4;3,0;0,000
;2020;4;2;12;8;47;41,64;69,92;5;8,1;2,3;0,000
;2020;4;2;16;0;5;40,25;66,64;5;9,2;2,9;0,000
;2020;4;3;8;1;15;40,04;71,24;22;8,1;2,3;0,000
;2020;4;3;7;10;24;40,4;73,08;19;10,1;3,4;0,001
;2020;4;4;16;40;39;37,74;68,21;5;8,1;2,3;0,000
;2020;4;4;8;9;26;40,41;63,26;5;8,7;2,6;0,000
;2020;4;4;4;56;14;39,68;70,12;21;9,6;3,1;0,000
;2020;4;4;4;43;37;40,29;63,14;6;8,5;2,5;0,000
;2020;4;4;2;3;33;39,73;67,94;10;8,1;2,3;0,000
;2020;4;4;4;37;30;40,88;71,14;20;8,1;2,3;0,000
;2020;4;5;22;8;48;39,22;68,87;5;8,7;2,6;0,000
;2020;4;6;5;1;43;39,31;66,94;8;8,1;2,3;0,000
;2020;4;6;7;57;47;42,25;70,56;4;9,9;3,3;0,001
;2020;4;6;12;0;8;40,39;69,58;9;8,9;2,7;0,000
;2020;4;6;16;13;49;41,25;71,79;10;9;2,8;0,000
;2020;4;6;22;7;39;41,33;69,19;5;8,9;2,7;0,000
;2020;4;6;22;56;25;40;71,44;6;8,3;2,4;0,000
;2020;4;7;20;18;40;41,49;71,86;3;9;2,8;0,000
;2020;4;7;17;51;37;40,68;72,79;3;8,5;2,5;0,000
;2020;4;8;8;32;19;39,3;68,9;23;8,3;2,4;0,000
;2020;4;8;10;47;5;40,45;63,68;7;9;2,8;0,000
;2020;4;8;18;31;19;40,25;71,36;5;8,1;2,3;0,000
;2020;4;8;20;4;46;40,12;71,8;14;8,9;2,7;0,000
;2020;4;8;22;52;34;39,89;68,19;13;8,1;2,3;0,000
;2020;4;9;2;10;54;39,77;71,44;5;8,1;2,3;0,000
;2020;4;9;13;35;25;40,5;72,94;3;8,1;2,3;0,000
;2020;4;9;20;8;53;40,15;70,94;5;9,2;2,9;0,000
;2020;4;9;20;22;26;40,14;70,98;3;8,1;2,3;0,000
;2020;4;9;22;2;39;39,9;71,33;8;8;2,2;0,000
;2020;4;10;20;47;39;41,25;71,99;3;8,1;2,3;0,000
;2020;4;10;12;4;7;40,79;73,31;4;7,6;2,0;0,000
;2020;4;11;9;30;13;40,43;69,47;28;8,5;2,5;0,000
;2020;4;11;13;21;14;40,33;72,33;7;8,5;2,5;0,000
;2020;4;12;7;23;9;39,56;72,01;8;8,1;2,3;0,000
;2020;4;12;10;47;15;41,22;72,01;11;8,3;2,4;0,000
;2020;4;12;15;37;20;41,01;73,32;6;9;2,8;0,000
;2020;4;12;22;19;50;40,58;72,15;14;8,9;2,7;0,000
;2020;4;13;12;49;24;41,18;71,62;5;8,1;2,3;0,000
;2020;4;13;19;10;28;41,21;72,51;16;9,2;2,9;0,000
;2020;4;14;5;6;37;41,65;70,05;3;8,1;2,3;0,000
;2020;4;15;0;56;7;39,84;72,08;13;8,1;2,3;0,000
;2020;4;15;2;33;11;41;69,19;17;9,4;3,0;0,000
;2020;4;15;4;53;8;40,9;72,43;20;8,1;2,3;0,000
;2020;4;16;15;14;25;40,82;72,39;15;8,9;2,7;0,000
;2020;4;16;3;49;25;40,4;63,59;3;8,5;2,5;0,000
;2020;4;17;22;35;24;40,59;72,32;16;8,1;2,3;0,000
;2020;4;17;3;7;5;40;71,4;7;8,9;2,7;0,000
;2020;4;17;4;29;10;41,01;71,65;7;10,1;3,4;0,001
;2020;4;17;4;34;15;40,93;71,72;7;11,4;4,1;0,025
;2020;4;17;6;23;54;39,98;71,26;10;8,1;2,3;0,000
;2020;4;17;2;27;26;39,59;72,08;14;8,7;2,6;0,000
;2020;4;18;4;54;57;40,07;67,99;5;8,3;2,4;0,000
;2020;4;19;19;45;19;39,84;72,04;15;7,6;2,0;0,000
;2020;4;19;15;49;11;40,18;71,82;14;7,6;2,0;0,000
;2020;4;20;22;35;45;39,2;67,33;19;8,5;2,5;0,000
;2020;4;20;11;55;53;40,88;69,71;5;9,2;2,9;0,000
;2020;4;20;9;37;35;41,33;69,04;9;9,4;3,0;0,000
;2020;4;21;11;50;55;41,21;72,87;12;10,3;3,5;0,002
;2020;4;21;6;31;53;40,79;72,65;3;8,1;2,3;0,000
;2020;4;22;20;4;26;41,55;69,94;7;7,8;2,1;0,000
;2020;4;22;14;9;48;40,07;70,6;8;8,7;2,6;0,000
;2020;4;23;9;8;47;40,25;72,43;5;7,6;2,0;0,000
;2020;4;23;13;3;38;40,18;71,67;6;8,3;2,4;0,000
;2020;4;23;16;27;47;39,86;67,76;9;8;2,2;0,000
;2020;4;23;19;44;36;40,18;71,06;13;8,7;2,6;0,000
;2020;4;23;17;20;19;41,01;71,86;13;8,3;2,4;0,000
;2020;4;24;11;37;8;40,58;73,23;15;8,3;2,4;0,000
;2020;4;25;0;55;26;40,4;73,31;10;11,6;4,2;0,040
;2020;4;25;21;53;4;40,03;72,04;19;8,3;2,4;0,000
;2020;4;25;18;24;39;40,4;71,39;17;8,7;2,6;0,000
;2020;4;25;12;50;4;40,39;69,5;8;8,3;2,4;0,000
;2020;4;25;13;24;1;40,46;73,46;4;8,9;2,7;0,000
;2020;4;26;0;21;24;41,36;71,72;30;8,7;2,6;0,000
;2020;4;26;4;51;22;38,22;65,12;24;9,2;2,9;0,000
;2020;4;26;17;12;21;40,34;71,66;30;8,3;2,4;0,000
;2020;4;26;18;41;34;38,38;65,28;5;9;2,8;0,000
;2020;4;27;11;30;13;40,48;69,6;11;8,9;2,7;0,000
;2020;4;27;13;23;25;38,04;67,31;6;9;2,8;0,000
;2020;4;27;21;56;27;40,25;71,92;16;8,3;2,4;0,000
;2020;4;28;5;41;26;40,03;71,73;7;8;2,2;0,000
;2020;4;28;11;45;20;40,05;70,74;4;10,8;3,8;0,006
;2020;4;28;17;46;37;41,47;69,61;6;8,3;2,4;0,000
;2020;4;28;23;12;25;39,81;67,87;12;8,5;2,5;0,000
;2020;4;29;2;56;52;41,51;69,58;7;8;2,2;0,000
;2020;4;29;12;25;53;41,63;64,65;25;8,1;2,3;0,000
;2020;4;29;1;22;43;41,25;72,22;10;8,5;2,5;0,000
;2020;4;30;13;19;18;40,4;63,63;5;9;2,8;0,000
;2020;4;30;0;26;6;40,41;63,46;7;8;2,2;0,000
;2020;4;30;20;16;28;40,41;63,56;7;8,3;2,4;0,000
;2020;4;30;13;43;48;41,06;72,42;15;8,5;2,5;0,000
;2020;5;1;7;17;35;41,11;69,17;5;8,9;2,7;0,000
;2020;5;1;9;24;56;40,77;69,53;4;8,9;2,7;0,000
;2020;5;1;22;13;47;39,59;73,33;6;8,1;2,3;0,000
;2020;5;1;22;15;48;38,97;66,99;28;8,3;2,4;0,000
;2020;5;2;6;25;36;40,66;73,28;4;8,5;2,5;0,000
;2020;5;2;8;32;25;39,74;73,16;5;7,6;2,0;0,000
;2020;5;2;21;30;47;40,47;72,57;3;7,6;2,0;0,000
;2020;5;2;7;8;48;40,5;71,91;14;7,8;2,1;0,000
;2020;5;2;10;22;11;40,09;65,33;4;8,3;2,4;0,000
;2020;5;3;19;11;18;39,61;72,75;15;8,5;2,5;0,000
;2020;5;3;20;13;44;40,02;71,87;6;8,5;2,5;0,000
;2020;5;3;6;13;2;40,95;73,33;18;9;2,8;0,000
;2020;5;4;9;21;58;39,98;72,69;25;8,1;2,3;0,000
;2020;5;4;10;6;32;41,82;64,31;10;8,1;2,3;0,000
;2020;5;4;19;20;47;39,74;72,12;8;8,1;2,3;0,000
;2020;5;4;9;50;58;40,54;69,4;15;8,1;2,3;0,000
;2020;5;4;9;21;58;39,98;72,69;25;8,1;2,3;0,000
;2020;5;5;20;4;25;40,91;73,25;7;8,7;2,6;0,000
;2020;5;5;5;53;1;38,7;68,49;4;9;2,8;0,000
;2020;5;5;0;56;32;40,34;63,3;6;8,7;2,6;0,000
;2020;5;6;7;26;5;40,57;71,22;26;8,1;2,3;0,000
;2020;5;6;21;5;4;40,59;71,26;30;8;2,2;0,000
;2020;5;6;11;57;17;40,5;71,22;30;9;2,8;0,000
;2020;5;6;9;9;56;40,56;71,26;20;9;2,8;0,000
;2020;5;6;2;20;23;40,31;63,43;5;8,9;2,7;0,000
;2020;5;6;1;25;40;40,48;63,84;5;8;2,2;0,000
