;Year;Month;Day;H;M;S;Lat;Lon;Depth;K;Mag;Energy E, MJ(megajoul).
;1975;6;12;3;7;30;41,32;73,01;5;8,9;2,7;0,000
;1975;6;16;21;40;36;42,45;71,7;10;9,2;2,9;0,000
;1975;6;18;0;27;29;40,85;72,73;10;9,3;2,9;0,000
;1975;6;19;16;12;55;41,8;73,3;5;8,8;2,7;0,000
;1975;6;21;15;8;56;40,86;71,53;5;9,7;3,2;0,001
;1975;6;25;21;26;19;40,98;71,5;20;8,7;2,6;0,000
;1975;6;26;18;58;6;41,37;72,43;5;8,8;2,7;0,000
;1975;6;27;9;43;5;39,92;68,83;5;8,6;2,6;0,000
;1975;6;28;22;45;19;40,97;73,4;10;8,8;2,7;0,000
;1975;6;30;7;53;32;39,93;73,2;5;9,8;3,2;0,001
;1975;6;30;14;1;55;39,5;73,6;5;8,8;2,7;0,000
;1975;7;1;10;43;24;40,55;72,48;5;9,3;2,9;0,000
;1975;7;1;15;37;18;39,67;69,68;5;9,3;2,9;0,000
;1975;7;2;2;2;27;39,6;73,8;5;8,6;2,6;0,000
;1975;7;3;17;38;15;39,8;73,2;10;9,1;2,8;0,000
;1975;7;5;20;38;13;39,54;73,3;25;8,8;2,7;0,000
;1975;7;9;7;55;7;40,53;69,34;5;9,4;3,0;0,000
;1975;7;10;17;29;18;39,9;73,6;5;9,1;2,8;0,000
;1975;7;12;16;22;55;40,83;73,58;5;8,7;2,6;0,000
;1975;7;14;5;43;33;39,97;71,68;5;9;2,8;0,000
;1975;7;14;20;43;26;39,5;73,7;5;9,3;2,9;0,000
;1975;7;16;20;9;48;41,68;72,72;10;9,4;3,0;0,000
;1975;7;19;12;43;41;38,27;68,35;3;9,3;2,9;0,000
;1975;7;23;15;54;37;41,43;73,21;15;9;2,8;0,000
;1975;7;25;11;12;32;39,91;70,66;10;9,3;2,9;0,000
;1975;7;26;1;18;55;39,43;67,58;5;8,6;2,6;0,000
;1975;7;27;9;51;29;39,5;73,6;5;9,8;3,2;0,001
;1975;7;31;11;7;10;39,67;70,55;26;13;5,0;1,000
;1975;8;4;8;10;5;41,75;72,38;5;8,6;2,6;0,000
;1975;8;7;7;52;57;39,6;73;5;10,2;3,4;0,002
;1975;8;9;21;59;19;38,2;67,3;5;10,7;3,7;0,005
;1975;8;11;22;24;24;39,8;73,6;5;8,6;2,6;0,000
;1975;8;12;10;34;16;40,07;72,78;15;11,3;4,1;0,020
;1975;8;13;11;20;43;40,72;69,23;10;9,2;2,9;0,000
;1975;8;13;21;11;0;38,2;67,35;5;10,7;3,7;0,005
;1975;8;14;10;29;24;38,1;67,4;5;8,8;2,7;0,000
;1975;8;19;7;27;32;39,8;67,3;5;8,6;2,6;0,000
;1975;8;26;22;29;12;41,27;73,07;10;9;2,8;0,000
;1975;8;28;22;38;2;41,51;73,65;5;8,6;2,6;0,000
;1975;9;1;21;59;27;40,49;72,75;5;9,2;2,9;0,000
;1975;9;12;15;55;28;39,5;73,6;5;9,8;3,2;0,001
;1975;9;14;1;26;21;40,23;71,43;15;10,4;3,6;0,003
;1975;9;15;2;53;26;39,73;72,7;5;9,6;3,1;0,000
;1975;9;15;18;19;40;40,63;72,97;12;9,1;2,8;0,000
;1975;9;18;16;50;8;42,03;71,29;5;8,6;2,6;0,000
;1975;9;19;0;36;8;41,67;73,28;10;9,7;3,2;0,001
;1975;9;21;12;16;29;39,7;73,9;5;9,1;2,8;0,000
;1975;9;24;0;0;35;39,76;71,8;25;11,1;3,9;0,013
;1975;9;25;17;10;33;41;72,77;10;9,8;3,2;0,001
;1975;9;29;12;14;7;39,6;73,7;5;12,9;4,9;0,794
;1975;9;29;21;31;29;41,22;72,58;30;8,8;2,7;0,000
;1975;10;2;15;7;5;40,85;63,82;5;10,4;3,6;0,003
;1975;10;4;10;12;10;39,69;69,22;30;9,3;2,9;0,000
;1975;10;4;11;6;31;41,71;70,22;5;9,5;3,1;0,000
;1975;10;5;16;14;31;39,82;72,64;5;8,7;2,6;0,000
;1975;10;9;8;3;45;39,72;69,57;5;9,6;3,1;0,000
;1975;10;11;16;39;29;40,8;71,65;15;8,8;2,7;0,000
;1975;10;15;6;25;7;42,3;69,7;10;9;2,8;0,000
;1975;10;20;23;23;22;41,22;63,19;5;9,1;2,8;0,000
;1975;10;21;4;48;33;40,9;69,07;5;10,2;3,4;0,002
;1975;10;22;6;12;38;39,5;72,9;5;9,8;3,2;0,001
;1975;10;23;6;10;24;40,4;73,4;5;8,7;2,6;0,000
;1975;10;24;2;36;48;40,96;72,58;3;8,6;2,6;0,000
;1975;10;24;7;36;31;39,5;69,2;5;9,1;2,8;0,000
;1975;10;30;23;16;15;40,83;72,95;10;10,9;3,8;0,008
;1975;10;31;3;14;33;39,73;71,62;10;9,2;2,9;0,000
;1975;11;4;21;53;17;40;71,77;15;9,4;3,0;0,000
;1975;11;5;13;5;49;40,53;74;5;10;3,3;0,001
;1975;11;9;9;27;3;39,85;73,56;10;9;2,8;0,000
;1975;11;11;3;53;56;40,47;73,13;20;12,2;4,6;0,158
;1975;11;14;3;13;46;40,73;73,4;15;8,9;2,7;0,000
;1975;11;20;1;22;59;41,8;72,3;5;8,4;2,4;0,000
;1975;11;22;20;24;42;40,7;73,5;18;8,9;2,7;0,000
;1975;11;25;2;29;2;39;67,3;5;8,9;2,7;0,000
;1975;11;27;1;56;0;40,7;73,1;20;10,5;3,6;0,003
;1975;11;28;4;45;4;40,98;72,63;10;8,9;2,7;0,000
;1975;11;28;12;3;9;39,04;67,12;5;9,5;3,1;0,000
;1975;12;1;8;55;1;39,6;74;5;9,3;2,9;0,000
;1975;12;1;12;45;29;39,6;73,4;5;8,8;2,7;0,000
;1975;12;4;5;34;8;40,08;72,02;5;9,9;3,3;0,001
;1975;12;5;13;56;19;40,1;62,5;5;11;3,9;0,010
;1975;12;5;15;35;46;41,2;71,33;30;10,7;3,7;0,005
;1975;12;8;14;14;24;41,6;73,54;10;9,9;3,3;0,001
;1975;12;10;5;17;5;40,48;72,2;10;10,6;3,7;0,004
;1975;12;10;22;6;8;41,6;73,42;3;8,5;2,5;0,000
;1975;12;11;12;38;49;39,71;73,15;5;8,8;2,7;0,000
;1975;12;12;3;58;47;40,85;71,12;15;8,8;2,7;0,000
;1975;12;12;10;35;8;39,8;72,2;5;8,3;2,4;0,000
;1975;12;12;14;2;9;39,5;73,8;5;9,2;2,9;0,000
;1975;12;20;2;8;40;39,9;73,9;5;9,2;2,9;0,000
;1975;12;20;19;59;43;39,53;73,96;5;9,2;2,9;0,000
;1975;12;21;11;33;19;39,95;72,88;3;9;2,8;0,000
;1975;12;22;2;1;0;39,5;73,8;5;8,9;2,7;0,000
;1975;12;23;12;24;46;39,83;69,33;5;8,7;2,6;0,000
;1975;12;24;14;32;42;39,55;71,23;5;8,9;2,7;0,000
;1975;12;25;19;45;21;39,6;68,1;5;8,8;2,7;0,000
;1975;12;29;8;43;15;39,5;73,6;5;8,9;2,7;0,000
;1975;12;30;21;2;49;38,67;67,98;10;9;2,8;0,000
;1975;12;31;13;43;11;39,55;73,96;5;8,7;2,6;0,000
;1976;1;1;15;44;0;39,57;71,2;6;8,9;2,7;0,000
;1976;1;5;2;1;23;40,28;71,54;20;10,5;3,6;0,003
;1976;1;5;23;50;53;40,41;71,88;10;8,7;2,6;0,000
;1976;1;6;6;1;43;40,05;69,23;5;9,4;3,0;0,000
;1976;1;7;19;26;36;39,5;73,7;10;9,7;3,2;0,001
;1976;1;10;3;50;29;39,5;72,5;15;10,8;3,8;0,006
;1976;1;10;10;0;20;42,23;63,77;5;8,6;2,6;0,000
;1976;1;13;12;11;57;40;69,12;5;10,1;3,4;0,001
;1976;1;14;21;2;50;39,54;70,04;5;8,7;2,6;0,000
;1976;1;16;0;29;15;40;69,5;5;9,5;3,1;0,000
;1976;1;16;10;13;2;39,98;69,41;5;9,7;3,2;0,001
;1976;1;16;10;44;46;40,01;69,22;5;12;4,4;0,100
;1976;1;16;12;39;26;40,02;69,37;5;8,8;2,7;0,000
;1976;1;16;15;20;13;40,03;69,36;10;10;3,3;0,001
;1976;1;16;18;54;2;40,08;69,49;5;10,2;3,4;0,002
;1976;1;16;19;45;35;40,05;69,44;5;9,6;3,1;0,000
;1976;1;18;11;30;46;42,87;63,83;15;9,3;2,9;0,000
;1976;1;18;13;1;48;41,66;71,59;15;9,2;2,9;0,000
;1976;1;20;22;27;32;39,84;72,1;10;9,9;3,3;0,001
;1976;1;21;3;36;33;40,07;69,5;5;8,9;2,7;0,000
;1976;1;21;5;29;2;40,03;69,48;5;9,5;3,1;0,000
;1976;1;21;9;26;28;41,29;72,94;10;8,8;2,7;0,000
;1976;1;27;10;53;45;38,5;67,1;5;10,3;3,5;0,002
;1976;1;28;22;25;42;40,75;73,92;15;9,4;3,0;0,000
;1976;1;29;22;9;45;42;70,63;15;8,6;2,6;0,000
;1976;2;1;10;39;34;42,32;63,78;30;8,6;2,6;0,000
;1976;2;3;8;46;59;39,96;71,87;5;10,5;3,6;0,003
